Name,Size at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Thankful,Video Share Status,Post Views,Total Views,Total Views for all Crossposts,URL,Message,Link,Final Link,Link Text,Description,Sponsor Id,Sponsor Name,Score
Sadiq Khan,690968,2017-08-11 05:30:51 EDT,Link,266,36,39,7,1,0,7,32,0,,0,0,0,https://www.facebook.com/sadiqforlondon/posts/1614439421942172,"Londoners will feel let down by the Government on this vital issue of fire equipment funding. Without the additional funding we need from Government to act on the advice of the London Fire Commissioner, London will face very serious difficulties in maintaining and improving the way the London Fire Brigade protects our city. https://www.standard.co.uk/news/london/mayor-sadiq-khan-says-london-let-down-by-governments-refusal-to-fund-fire-equipment-a3609091.html",https://www.standard.co.uk/news/london/mayor-sadiq-khan-says-london-let-down-by-governments-refusal-to-fund-fire-equipment-a3609091.html,,Mayor says London 'let down' by Government on fire equipment funding,"Sadiq Khan claims Londoners have been “let down” after the Government rejected his request for new firefighting equipment.  Home Secretary Amber Rudd turned down the Labour mayor’s £6 million bid for aerial ladders, drones and 1200 breathing apparatus kits for firefighters following the Grenfell Tow...",,,-1.3015463917525774
Diane Abbott MP,39734,2017-08-01 12:08:00 EDT,Native Video,146,18,18,32,0,0,0,4,0,crosspost,2400,2582,12922,https://www.facebook.com/Dianeabbott/posts/927273627415096,"In case you missed it, here is Diane Abbott MP recently in the House of Commons asking the Government for an immigration amnesty for survivors of Grenfell Tower who's status could prevent them from accessing support",https://www.facebook.com/Dianeabbott/videos/927273627415096/,,,,,,-1.408256880733945
Lucy Powell MP,2985,2017-08-01 11:31:21 EDT,Photo,17,1,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/lucy4mcr/posts/1547670151965459,"Thanks to everyone who came to my meeting for residents of City Centre apartment blocks last night. Since the Grenfell tragedy, I've received a large number of emails from constituents concerned about the cladding and fire safety in their own blocks, and a number of residents raised some serious issues at the meeting last night. I'm keen to put forward representations on behalf of both social and private tenants to the local and national inquiries and it was helpful to hear the views of City Centre residents last night. I'm especially grateful to Bob Birtles from Greater Manchester Fire & Rescue Service, and Councillor Pat Karney who spoke about the new taskforce being set up to ensure private landlords are also carrying out all necessary checks.",https://www.facebook.com/lucy4mcr/photos/a.335069956558824.84438.332136673518819/1547668921965582/?type=3,,Photos from Lucy Powell MP's post,,,,-2.0526315789473686
Nic Dakin,4071,2017-08-01 03:54:08 EDT,Photo,45,4,4,3,0,0,0,0,0,,0,0,0,https://www.facebook.com/NicDakinMP/posts/10154789116186398,"Last month I was fortunate enough to spend four days working in Nic’s Westminster office. This was a great way to celebrate the end of exam period, whilst preparing myself for university, as my degree includes a whole year working in Parliament. Whilst I was in London I did a variety of different tasks, from simply exploring the Palace of Westminster, to carrying research tasks, to even going with Nic to a radio interview. The first two days of my visit, Nic was in the constituency which meant I was alone in the office! This allowed me to show my independence of setting myself tasks and dealing with the constant calls to the office phone! It was a great way to spend my first week of freedom from college. I also managed to get a ticket to the final PMQ’s before recess, which was a great experience to once again see Jeremy Corbyn taking control and questioning Theresa May on varying areas including Grenfell Tower. Before I left Parliament, I managed to sit in the side gallery for the...",https://www.facebook.com/NicDakinMP/photos/a.434630176397.230010.186874346397/10154789116016398/?type=3,,,,,,-1.2678571428571428
Diane Abbott MP,39668,2017-07-31 12:13:00 EDT,Link,82,7,10,6,0,0,0,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/940914526051006,The Grenfell focus should be on the people - recent people from Diane Abbott MP for WriteYou,http://www.writeyou.co.uk/the_grenfell_focus_should_be_on_the_people,,The Grenfell focus should be on the people,Since the terrible fire that consumed Grenfell Tower in North Kensington there has been much discussion about the cladding and details of the architecture. But we need to keep focussing on the people. This week I organised a meeting in Parliament for survivors of the tragic fire. Alongside me were m...,,,-1.5714285714285714
Tom Pursglove MP,1972,2017-07-29 10:12:01 EDT,Link,0,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/TomPursgloveMP/posts/824980134347467,"Last Thursday, during a Statement about Grenfell Tower and fire safety, I said that I understood from previous answers from Ministers that local authorities have been very good at meeting the different safety requests that the Government have made of them in light of this tragedy, and I then further asked if any specific pressure could be applied to non-compliant housing associations by individual councils – as we simply cannot take any chances with safety in their housing stock. In his response, the Secretary of State acknowledged that local authorities have generally been good in their response, and of the buildings that have had their cladding tested or proxy tested, 46 are local authority buildings. He added that local authorities have certainly been very helpful, and that this will be looked at further in terms of them helping to apply pressure on housing associations in specific areas. You can see my question and the Secretary of State’s answer, here:...",http://parliamentlive.tv/event/index/4b1a2c2e-80a8-452f-a1a6-9e36a3845b3e?in=13%3A13%3A41,http://parliamentlive.tv/home/_404?aspxerrorpath=/event/index/4b1a2c2e-80a8-452f-a1a6-9e36a3845b3e,Parliamentlive.tv,House of Commons,,,-32.0
Diane Abbott MP,38800,2017-07-28 12:16:00 EDT,Link,28,7,10,3,0,0,1,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/940915722717553,"ICYMI, here is Diane Abbott MP's recent piece for HuffPost UK: We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy",http://www.huffingtonpost.co.uk/diane-abbott/grenfell-tower_b_17348876.html,,We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy,Since the terrible fire that consumed Grenfell Tower in North Kensington there has been much discussion about the cladding and details of the architectur...,,,-3.306122448979592
Andy Slaughter,6707,2017-07-28 10:19:09 EDT,Link,72,10,11,0,0,0,0,2,0,,0,0,0,https://www.facebook.com/andy4hammersmith/posts/1208376405940774,"The recent election was one of the strangest of the nine General Elections I have worked in. Since then we have had the horrible tragedy of Grenfell and the continuing farce of the Tory's Hard Brexit. With May as PM the country feels rudderless, and this Government is simply not going to tackle the real problems I discussed on the doorstep during the seven week campaign.",http://www.andyslaughter.co.uk/grenfell_brexit_and_reflections_on_elections,,"Grenfell, Brexit and reflections on elections",Labour MP for Hammersmith,,,1.1875
Dawn Butler,1930,2017-07-28 07:46:08 EDT,Link,39,2,3,4,0,0,0,0,0,,0,0,0,https://www.facebook.com/DawnButlerBrent/posts/842284055926909,"I am passionate in my belief that we must create a lasting memorial for this awful fire. Remembering this tragedy is upsetting but it is also essential that we never forget what happened and those who lost their lives that night, some whom may never be identified. That is why I recently called on the government to make the site of Grenfell Tower a memorial garden in perpetuity.",https://www.thetimes.co.uk/edition/news/grenfell-tower-deserves-a-memorial-garden-3r9jp33v5,,Grenfell Tower deserves a memorial garden,On June 14 Grenfell Tower was engulfed in flames and there hasn’t been a day since that I haven’t thought about this awful tragedy. The images are still engrained in my mind. I also see the damage...,,,1.4545454545454546
Chris Heaton-Harris MP,1182,2017-07-28 07:25:41 EDT,Link,21,2,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/chhcalling/posts/866838780141319,"In light of the Grenfell Tower tragedy it was a priority of mine to contact all housing associations in ‘Daventry’ to ensure that nothing similar could ever happen here. Whilst I appreciate that our housing stock bares little similarity to that of London, we must share a commonality in prioritising residents’ safety. Everyone has the right to feel safe and secure in their home. You can see these responses on my website or by clicking the link below. NB: This page will be updated as soon I hear back from the other associations. https://www.heatonharris.com/news/fire-safety-daventry",https://www.heatonharris.com/news/fire-safety-daventry,,Fire Safety in Daventry,"Following the tragic events at Grenfell tower, it is of unparalleled importance to ensure that similar buildings within Daventry proactively manage their fire safety",,,1.263157894736842
Diane Abbott MP,38800,2017-07-28 06:59:56 EDT,Native Video,176,8,54,13,0,0,0,0,0,original,1631,1939,0,https://www.facebook.com/Dianeabbott/posts/943512725791186,"Those responsible for the Grenfell Tower fire must be held to account for their actions, and their neglect",https://www.facebook.com/Dianeabbott/videos/943512725791186/,,,,,,-1.1633466135458168
David Lammy,30253,2017-07-27 13:58:50 EDT,Photo,157,15,32,1,5,0,8,2,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154584511981541,Pleased that the police and CPS are taking justice for Grenfell victims seriously but corporate manslaughter = a fine. Gross negligence manslaughter = prison time (see Sentencing Council guidelines). I hope that the police and CPS considering involuntary manslaughter by gross negligence. A fine is not justice. https://amp.theguardian.com/uk-news/2017/jul/27/met-says-grenfell-council-may-have-committed-corporate-manslaughter,https://www.facebook.com/DavidLammyTottenham/photos/a.10152845178966541.1073741828.19129786540/10154584511941541/?type=3,,Photos from David Lammy's post,,,,-2.859090909090909
Naz Shah MP,13986,2017-07-27 13:27:13 EDT,Link,56,3,8,0,0,0,1,0,0,,0,0,0,https://www.facebook.com/NazShahMP/posts/1737545636545934,Police say Grenfell manslaughter charges possible http://www.bbc.co.uk/news/uk-40747241,http://www.bbc.co.uk/news/uk-40747241,,Police say Grenfell manslaughter charges possible - BBC News,Police say there are grounds for corporate manslaughter charges over the Grenfell Tower fire that killed at least 80,,,-1.6029411764705883
Diane Abbott MP,38777,2017-07-27 12:24:00 EDT,Link,82,10,5,7,1,0,0,5,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/940974346045024,"Recent piece from Diane Abbott MP: ""Grenfell is a manmade disaster. As such, it was avoidable, and the survivors and wider society will want to see justice done, the correct lessons learned and acted on, and the culture that led to it overthrown. One of the minimum initial steps is a full immigration amnesty for any survivor who requires it.""",https://www.theguardian.com/commentisfree/2017/jul/05/grenfell-survivors-full-immigration-amnesty-diane-abbott,,No Grenfell survivor should be deported | Diane Abbott,"We will never reach all those who need help without offering indefinite leave to remain. Without it, some people will simply be too wary of the authorities• Diane Abbott is the Labour shadow home secretary",,,-1.4727272727272727
Julie Elliott,2452,2017-07-27 06:24:55 EDT,Photo,54,3,3,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/JulieElliottSunderland/posts/1215474588596339,"I have urged the Government to ensure councils and housing associations have the funds to make properties safe in the wake of the Grenfell tragedy. Cladding which failed fire safety tests was removed from five Sunderland tower blocks in June. That work was done quickly and the buildings are safe, but obviously more work was then needed to put them into a good state. I have asked the Secretary of State to assure me that funding will be made available not just to local authorities, but also to the smaller housing associations with that responsibility. See more here: http://bit.ly/2v1rcWk:=:https://www.julie4sunderland.co.uk/funds_needed_to_make_buildings_safe",https://www.facebook.com/JulieElliottSunderland/photos/a.661556970654773.1073741828.661360614007742/1215474588596339/?type=3,,Timeline Photos,,,,-1.4833333333333334
Claire Perry MP for the Devizes Constituency,891,2017-07-26 11:18:10 EDT,Photo,6,1,3,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/claire4devizes/posts/1971552179770827,"As you may know, following the tragic incident at Grenfell Tower, I wrote to all housing associations and the Ministry of Defence with properties in the Constituency seeking confirmation that their Fire Prevention measures are frequently reviewed, and that all tenants are regularly updated regarding what action to take in the event of a fire. I have now received the final response to my letter from the Ministry of Defence and you can read their response below",https://www.facebook.com/claire4devizes/photos/a.1499334386992611.1073741829.1476291832630200/1971552179770827/?type=3,,Timeline Photos,,,,-0.375
David Lammy,30244,2017-07-26 10:44:23 EDT,Link,141,7,27,10,0,0,0,0,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154581145491541,"My response to the Grenfell Tower public inquiry consultation - we need a two-stage inquiry & Sir Martin Moore-Bick should appoint advisory panel. Public inquiry must examine specific circumstances and causes of the Grenfell Tower fire, but also the systemic failure at national and local level in the provision, administration and management of social housing. A failure to learn lessons would be a grave injustice both to those who died and also in putting other lives at risk. I have experienced first-hand the grief, anger and frustration of the Grenfell survivors, victims’ families and the community in North Kensington. Sir Martin Moore-Bick must leave no stone unturned in identifying each and every individual & organisation who must bear responsibility and be held to account for this tragedy and its aftermath. https://www.theguardian.com/uk-news/2017/jul/26/david-lammy-grenfell-inquiry-martin-moore-bick",https://www.theguardian.com/uk-news/2017/jul/26/david-lammy-grenfell-inquiry-martin-moore-bick,,David Lammy urges Grenfell inquiry chair to 'uncover the truth',"Labour MP writes to Sir Martin Moore-Bick asking him to appoint advisory panel of survivors, victims’ families and residents",,,-2.3513513513513513
Brendan O'Hara MP for Argyll & Bute,3974,2017-07-26 10:05:59 EDT,Link,29,0,3,0,0,1,0,0,0,,0,0,0,https://www.facebook.com/BrendanOHaraSNP/posts/1851626598424173,"Game on for Grenfell, charity football match this Friday in support of those affected by the tragedy of the Grenfell Tower Fire. In a bid to do yet more fundraising for causes which mean a great deal to many of us, teams from both ACHA (Argyll Community Housing Association) and Argyll and Bute Council will kick off at 4.00pm on Friday 28 July, at the all-weather sports pitch at Lochgilphead Joint Campus, in a 90-minute fundraising match for Grenfell Tower residents. https://www.argyll-bute.gov.uk/news/2017/jul/game-grenfell If you can, please pledge a donation at https://www.justgiving.com/fundraising/argyll-bute Keep it clean folks! Good luck",https://www.argyll-bute.gov.uk/news/2017/jul/game-grenfell,,Game on for Grenfell,Argyll and Bute Council - Realising our potential together,,,-1.4848484848484849
David Lammy,30246,2017-07-25 09:09:14 EDT,Photo,86,2,14,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154577976066541,My response to Grenfell Tower public inquiry consultation 1. Two-stage inquiry required 2. Advisory panel drawn from families and community,https://www.facebook.com/DavidLammyTottenham/photos/a.10151122350126541.433894.19129786540/10154577974686541/?type=3,,Photos from David Lammy's post,,,,-6.03921568627451
Paul Scully MP,1575,2017-07-24 03:59:00 EDT,Native Video,15,0,1,0,0,0,0,0,0,original,228,252,0,https://www.facebook.com/scullyforsutton/posts/1399165436785665,Grenfell Tower: Asking the Secretary of State for Communities & Local Government to explain more about the systems test on high rise cladding to help avoid confusion for residents in blocks like Chaucer House & Balaam House in Sutton.,https://www.facebook.com/scullyforsutton/videos/1399165436785665/,,,,,,-2.5
Julie Elliott,2444,2017-07-21 07:36:22 EDT,Link,26,8,3,0,0,0,0,3,0,,0,0,0,https://www.facebook.com/JulieElliottSunderland/posts/1211041109039687,"This week I wrote to the Government's housing minister about proposals to convert Angel House, in Borough Road, from a commercial office block to a residential tower block. I am really concerned that, due to changes made by the Coalition Government between 2010 and 2015, this conversion could go ahead without a full planning application and robust public scrutiny. It’s not right that developers are able to convert non-residential buildings into residential tower blocks through the process that is normally used for small home improvements. I find this very worrying, especially in light of the Grenfell Tower atrocity. This loophole could potentially put my constituents at risk. Read the Echo story on it here:",http://www.sunderlandecho.com/our-region/sunderland/concerns-over-plan-to-convert-sunderland-office-block-into-154-bedsits-1-8661449,,Concerns over plan to convert Sunderland office block into 154 ‘bedsits’,A Sunderland MP is to write to the Government housing minister over a developer’s proposals to transform a city centre office block into 154 “bedsits”.,,,1.25
Clive Lewis MP,21431,2017-07-20 14:34:36 EDT,Native Video,208,15,38,14,0,0,1,5,0,original,3647,4531,0,https://www.facebook.com/labourclivelewis/posts/1435757716501031,"I recently spoke in parliament about the need to make sure our local authorities, schools, fire and other services are properly funded in order to keep everyone safe and avoid another tragedy like Grenfell Towers. Schools in Norwich are suffering particularly badly from Government cuts and are threatened with the worst settlement in Norfolk under the proposed funding formula, although we are waiting to find out whether and how that will ever be implemented. I asked the minister to tell us whether any central funding will be made available for essential safety work, so that those schools do not face yet more unfunded costs from the Government. I also discuss how local authorities are being subjected to changes in funding and changes to their ways of working which could result in some councils making compromises on safety measures. Notably, I talk about the the Government’s mandatory 1% rent reduction, which reduces Norwich City Council's ability to repair and improve its ageing...",https://www.facebook.com/labourclivelewis/videos/1435757716501031/,,,,,,1.195744680851064
Neil Coyle MP,2615,2017-07-20 05:43:06 EDT,Photo,21,2,0,1,0,0,0,0,0,,0,0,0,https://www.facebook.com/NeilCoyleMP/posts/1630925946917713,"It has been over a month since the fire broke out and engulfed Grenfell Tower. Many are still trying to come to terms with this horrific event, in which at least 80 people lost their lives. This tragedy is incomprehensible but was also avoidable. Many are understandably angry and are seeking answers. The inquiry is underway but will take some time to provide an account of what went so tragically wrong. The Government has utterly failed to live up to its job on this issue. Theresa May offers no leadership in the past month. Councils have had their budgets axed in the last seven years but now face the huge challenge of retro-fitting sprinklers into tower blocks to make people feel safe in their own homes. The Government has refused to clarify if councils will be able to reclaim funding this measure - and Ministers still have not outlined what resources will be provided to ensure necessary fire safety inspections and improvements are undertaken. I have written a joint letter with Rt...",https://www.facebook.com/NeilCoyleMP/photos/a.1007319599278354.1073741828.978189968857984/1630925666917741/?type=3,,Photos from Neil Coyle MP's post,,,,-1.625
Claire Perry MP for the Devizes Constituency,890,2017-07-19 11:05:25 EDT,Photo,4,1,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/claire4devizes/posts/1967846630141382,"As you may know, following the tragic incident at Grenfell Tower, I wrote to all housing associations in the Constituency seeking confirmation that their Fire Prevention measures are frequently reviewed, and that all tenants are regularly updated regarding what action to take in the event of a fire. I have now received a letter from Southern Housing Group and you can read their response below",https://www.facebook.com/claire4devizes/photos/a.1499334386992611.1073741829.1476291832630200/1967850120141033/?type=3,,Photos from Claire Perry MP for the Devizes Constituency's post,,,,-0.6875
Jeremy Corbyn,1371668,2017-07-18 02:01:00 EDT,Photo,5266,238,586,268,4,4,34,3,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155585491048872,"I have written to Theresa May with Labour's recommendations on the Terms of Reference of the Inquiry into Grenfell Tower. We are recommending a two-part inquiry into Grenfell. The first, to get answers to urgent questions about what happened at Grenfell. The second, a more wide-ranging inquiry into the underlying causes of the fire and its national implications. We have also urged broader, diverse membership of the Grenfell Tower Inquiry team, ensuring residents are represented and feel confident in the process.",https://www.facebook.com/JeremyCorbynMP/photos/a.468063663871.262492.330250343871/10155585489513872/?type=3,,,,,,-1.904419803217242
Chris Philp,1646,2017-07-17 13:45:26 EDT,YouTube,3,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/chris.philp.official/posts/1937535493158969,"My interview yesterday on Sunday Politics - discussing Grenfell, acid attacks and local govt transparency https://www.youtube.com/watch?v=ARWBNpOJezs",https://www.youtube.com/watch?v=ARWBNpOJezs,,Check out this link, ,,,-0.7692307692307693
Peter Grant MP,3618,2017-07-17 12:51:43 EDT,Link,7,3,3,0,0,0,2,4,0,,0,0,0,https://www.facebook.com/PeterGrantSNP/posts/733927020132998,"Procedural palaver in the house of commons this afternoon when the opposition kicked up about the fact that a major announcement over the weekend about the HS2 rail project was not being followed up with a ministerial statement. It's now been decided that there will be a statement - starting after any votes that are needed beginning at 10pm. The votes could easily last for an hour. Meanwhile we've had an ""England & Wales only"" statement on school funding which went on for nearly 2 hours and we're about to have a debate on the mess the government are making of timetabling parliamentary business. https://publications.parliament.uk/pa/cm201719/cmagenda/ob170717.htm",https://publications.parliament.uk/pa/cm201719/cmagenda/ob170717.htm,,Business Today: Chamber for Monday 17 July 2017,2Mike Kane (Wythenshawe and Sale East)What advice his Department has provided to small private landlords since the Grenfell Tower fire. (900502),,,-3.210526315789474
Diane Abbott MP,38415,2017-07-17 12:14:00 EDT,Link,134,4,36,2,0,0,17,4,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/931854320290360,"We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy - recent piece from Diane Abbott MP. ""The media circus will move on from Grenfell. But we need to continue to focus, not only on the architectural and regulatory issues, but the human beings caught up in this tragedy and how they can get the help and support they will need far into the future.""",http://dianeabbott.org.uk/news/articles/news.aspx?p=1021392,,We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy,We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy,,,1.2236024844720497
Kelly Tolhurst,3361,2017-07-17 11:57:52 EDT,Link,18,4,3,3,0,0,0,0,0,,0,0,0,https://www.facebook.com/rochesterandstroodkelly/posts/2009200302438974,"The disaster at Grenfell Tower was deeply upsetting and will change social housing forever once we have the answers to many searching questions. No doubt, without the bravery and determination of our fire and rescue services we could have been facing many more deaths but it is clear that it should not come down to this in the first place. I have been in contact with local social landlord mhs homes to clarify the safety standards of our local high rises and I welcome the improvements that have been made over the past year and beyond and I am relieved that no cladding is used on any of their buildings. Nevertheless, while reviews are conducted up and down the country, I will continue to work with mhs homes and Medway Council to ensure safety standards remain at the high level.",https://www.kelly4rochesterandstrood.com/news/rochester-and-strood-mp-welcomes-upgraded-fire-safety-measures-local-high-rises,,Rochester and Strood MP Welcomes Upgraded Fire Safety Measures in Local High Rises,Following the tragic and avoidable disaster at Grenfell Tower in West London Rochester and Strood MP Kelly Tolhurst has been engaging with mhs homes to ensure the safety of high rises in the constituency,,,-1.5714285714285714
Kevin Foster,1357,2017-07-17 10:22:58 EDT,Photo,29,3,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/KevinforTorbay/posts/1378645482243594,"An update from Kevin, after another busy week. Local MP Kevin Foster was promoted to become a Parliamentary Private Secretary at the Department of Communities and Local Government following the recent General Election. A vast amount of Kevin’s Westminster time since then has been taken up with helping to co-ordinate the Government’s response to the terrible tragedy at Grenfell Tower in West London. In addition to this Kevin has been contacted by over 100 of his constituents in Torbay who, understandably, have local fire safety concerns. Kevin attended a meeting at Torquay Fire Station recently as well as speaking with senior council officials to seek the fire safety reassurance that his constituents rightly require. Parliament breaks up for the summer recess on Thursday 20th July, and Kevin has another week of DCLG and Grenfell - fire related meetings coming up. Since first being elected in May 2015, Kevin's philosophy has been ""A local MP all year round, and not just at election...",https://www.facebook.com/KevinforTorbay/photos/a.543542602420557.1073741828.543502699091214/1378644152243727/?type=3,,,,,,-1.03125
Diane Abbott MP,38338,2017-07-16 16:00:00 EDT,Link,120,7,26,10,0,0,2,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/931857933623332,"Retro-fitting sprinklers saves lives, saves homes and saves money - Diane Abbott MP writes for PoliticsHome : One thing the Government should immediately do in the wake of the Grenfell tragedy is the compulsory retro-fitting of sprinklers in all tower blocks, major residential buildings, and student accommodation. Earlier this week, the Communities Secretary Sajid Javid MP, told the House of Commons that the recommendations of the Coroner’s report into the fire at Lakanal House had been implemented ‘fully’. But many people who live in blocks will know that this is simply not true, as even during refurbishments in recent years their buildings have not been retrofitted with sprinklers. After the Grenfell Tower fire residents in tower block and others across the country will be concerned that they could be at risk. They need reassurance – and installing sprinklers would do just that. When challenged on this Tory Ministers want to hide behind the fact that there is an official Inquiry....",http://dianeabbott.org.uk/news/articles/news.aspx?p=1021393,,"Retro-fitting sprinklers saves lives, saves homes and saves money","Retro-fitting sprinklers saves lives, saves homes and saves money",,,1.0248447204968945
Tom Pursglove MP,1959,2017-07-15 11:03:01 EDT,Status,3,1,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/TomPursgloveMP/posts/815959245249556,"Last Friday, after undertaking home visits to constituents, I had one of my regular catch-up meetings with David Oliver, the Chief Executive of East Northamptonshire Council, and Councillor Steven North, the Leader of the Council, in order to update each other, and to discuss the most pressing local issues. This was a productive meeting, and it was good to catch up and hear about the latest developments on key projects in East Northamptonshire and particularly, to discuss progress at Rushden Lakes. As I did a fortnight before in Corby, I was also able to ask if the local authority had complied with all of the requests made of them by the Government, following the tragic fire at Grenfell Tower, and I am reassured to be able to report that they have done so.",,,,,,,-7.0
Diane Abbott MP,38184,2017-07-14 16:06:00 EDT,Link,331,27,62,48,0,1,21,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/931851626957296,"We will never reach all those who need help without offering indefinite leave to remain. Without it, some people will simply be too wary of the authorities In case you missed it, here is Diane Abbott MP's recent piece regarding Grenfell surviors.",http://dianeabbott.org.uk/news/articles/news.aspx?p=1021391,,No Grenfell survivor should be deported,No Grenfell survivor should be deported,,,3.0434782608695654
Bridget Phillipson,5342,2017-07-14 12:31:07 EDT,Photo,32,2,3,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/bridgetphillipson/posts/1555944747770665,"Today I visited the towers at Lakeside to discuss fire safety with members of the Lakeside Residents Association (LRA) following the devastating fire at Grenfell Tower in London last month. I was joined by staff members from Gentoo and Chris Lane, a Station Manager in Sunderland from Tyne and Wear Fire and Rescue Service (TWFRS). It was very helpful to speak to residents face to face and to hear their concerns about fire safety. I was pleased that they felt so reassured by the help and support that Gentoo and TWFRS have offered since the fire. I was also very impressed to witness the fire alarm system in one of the towers first hand. It’s clear that Gentoo have robust procedures in place to mitigate against the risk of fire, and that staff are doing everything they can to make residents feel safe. The fire at Grenfell Tower was a national tragedy that should never happen again. We all need to learn lessons from this terrible event, and I hope that the public and police inquiries...",https://www.facebook.com/bridgetphillipson/photos/a.421709184527566.100935.329262860438866/1555944747770665/?type=3,,Timeline Photos,,,,-1.7027027027027026
Louise Haigh MP,3470,2017-07-13 12:25:00 EDT,Native Video,38,6,6,0,0,0,0,0,0,original,614,630,0,https://www.facebook.com/LouiseHaighMP/posts/683636375180669,"In yesterday's important debate on the Grenfell disaster I made an intervention pointing out other areas of housing needing proper regulation - for example flats above takeaways and other commercial premises. It's the same story of people marginalised at the edge of society, who have the least voice, who are most at risk.",https://www.facebook.com/LouiseHaighMP/videos/683636375180669/,,Grenfell Intervention,,,,-1.22
"Patrick Grady, MP for Glasgow North",2530,2017-07-13 11:52:59 EDT,Native Video,18,0,4,0,0,0,0,0,0,original,251,263,0,https://www.facebook.com/PatrickGradySNP/posts/1929250304020057,"Since the Grenfell Tower tragedy many people have been worried about fire safety. Yesterday I spoke in the Grenfell Tower Inquiry debate, and drew attention to the importance of providing assurances to residents in Glasgow North, particularly those in multi-storey high rise buildings. I am grateful to my colleague Joanna Cherry QC MP for outlining the actions the Scottish Government have taken since the tragedy. Whilst investigations into the London fire are ongoing, it is crucial that as much support, reassurance and certainty as possible is clearly communicated. I’d like to provide a brief update here, however please visit my website for the latest comprehensive update: https://goo.gl/Na2xE6:=:https://www.patrickgrady.scot/112-scottish-government-response-on-fire-safety-2 Following the fire in London I wrote to Glasgow City Council, the Scottish Government, and to all Housing Associations in Glasgow North to seek assurances about the fire safety measures. I have now received...",https://www.facebook.com/PatrickGradySNP/videos/1929250304020057/,,Update on fire safety in Glasgow North,,,,1.1578947368421053
Royston Smith MP,1334,2017-07-13 09:44:31 EDT,Link,23,10,8,0,2,0,1,2,0,,0,0,0,https://www.facebook.com/roystonsmithsoton/posts/10155626925619444,"Yesterday I spoke in the Grenfell Fire Debate in Parliament. I am concerned that Southampton City Council failed to act to retrofit sprinklers to Shirley Towers, Sturminster House and Albion Towers in Southampton after the Shirley Towers tragedy. Over two years after they promised to do the work and allocated the funds, they have only just begun to install them on Albion Towers now.",http://videoplayback.parliamentlive.tv/Player/Index/4c30feb4-989a-4653-a8f8-68d5d0664f7d?in=2017-07-12T15%3A12%3A25%2B01%3A00&out=2017-07-12T15%3A19%3A23%2B01%3A00&audioOnly=False&autoStart=False&statsEnabled=True,,UK Parliament Video Player,,,,1.7037037037037037
Andy Slaughter,6705,2017-07-13 09:12:09 EDT,Link,67,6,8,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/andy4hammersmith/posts/1194522010659547,"Yesterday, I spoke in the debate on the Grenfell Tower Inquiry and raised a number of my concerns about housing, product safety and the disaster relief in the aftermath of the tragic fire. Follow this link to read my speech and the full debate.",https://goo.gl/CDhKDW,http://hansard.parliament.uk/Commons/2017-07-12/debates/2CAD3EEE-C6CD-4048-B6A8-13586A284727/GrenfellTowerFireInquiry#contribution-1AE7B4E0-CA84-44B9-A17E-92DEF9D67617,Grenfell Tower Fire Inquiry - Hansard Online,Hansard (the Official Report) is the edited verbatim report of proceedings of both the House of Commons and the House of Lords. Daily Debates from Hansard are published on this website the next working day.,,,1.0125
