Name,Size at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Thankful,Video Share Status,Post Views,Total Views,Total Views for all Crossposts,URL,Message,Link,Final Link,Link Text,Description,Sponsor Id,Sponsor Name,Score
Diane Abbott MP,40110,2017-08-31 11:27:37 EDT,Photo,151,7,30,12,0,0,2,1,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/961561877319604,Unfair to put #Grenfell survivors through a process which may involve excessive fees and the threat of deportation. Read my letter to the Home Secretary↓,https://www.facebook.com/Dianeabbott/photos/a.151605068315293.36330.146266335515833/961561877319604/?type=3,,Timeline Photos,,,,1.573643410852713
Diane Abbott MP,40110,2017-08-31 07:37:02 EDT,Native Video,175,11,64,15,0,0,3,37,0,crosspost,3019,3706,7156,https://www.facebook.com/Dianeabbott/posts/961475597328232,"I called on Govt for immigration amnesty for Grenfell survivors, they offered only 12 months and deadline to apply is today! Not good enough.",https://www.facebook.com/Dianeabbott/videos/961475597328232/,,,,,,-1.0918032786885246
Diane Abbott MP,40110,2017-08-31 07:22:58 EDT,Link,131,9,83,7,1,0,66,2,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/961471243995334,"""I really hope somebody is going to pay and recognise the fact that we need to be ready and prepared with the best equipment available.Sadly I've not got a money tree stored in my office, or an endless budget, but there are new threats"" says London Fire chief . Show support to our Fire services by sharing ↓",http://news.sky.com/story/london-fire-chief-dany-cotton-has-counselling-over-grenfell-tower-fire-11013198,,London fire chief has counselling over Grenfell,The capital's top firefighter tells Sky News she still cannot sleep at night three months on from the disaster that killed scores.,,,2.6
Chris Elmore MP,1290,2017-08-31 07:01:00 EDT,Link,1,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/ChrisElmoreMP/posts/1426190637434517,"Here's a link to my monthly column in the Glamorgan Gem which is published today. This week, I'm talking about rail electrification, the Grenfell Tower Inquiry and the 125-year anniversary of the Parc Slip disaster. www.chriselmore.co.uk/single-post/2017/08/31/My-Glamorgan-Gem-Column---August-2017:=:https://www.chriselmore.co.uk/single-post/2017/08/31/My-Glamorgan-Gem-Column---August-2017",http://www.chriselmore.co.uk/single-post/2017/08/31/My-Glamorgan-Gem-Column---August-2017,https://www.chriselmore.co.uk/single-post/2017/08/31/My-Glamorgan-Gem-Column---August-2017,www.chriselmore.co.uk:=:https://www.chriselmore.co.uk/,,,,-22.0
David Lammy,30470,2017-08-30 04:10:26 EDT,Link,77,3,13,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154672140671541,I spoke to BBC Radio 4 about social housing and Grenfell Tower for this documentary - Streets Apart: A History of Social Housing: http://www.bbc.co.uk/programmes/b092cnpz,http://www.bbc.co.uk/programmes/b092cnpz,,"Grenfell Tower, Series 1, Streets Apart: A History of Social Housing - BBC Radio 4","In the wake of Grenfell Tower, Lynsey Hanley tells the story of social housing in Britain.",,,-4.666666666666667
Diane Abbott MP,40101,2017-08-29 06:28:01 EDT,Native Video,217,2,0,39,0,0,7,0,0,share,3447,1114993,0,https://www.facebook.com/Dianeabbott/posts/960338300775295,,https://www.facebook.com/bbcnews/videos/10155050116427217/,,BBC News,Firefighters were met with hugs and applause after Notting Hill Carnival fell silent to remember the victims of the Grenfell Tower fire. bbc.in/2xnztmk:=:http://www.bbc.co.uk/news/uk-england-london-41064600,,,-1.2566037735849056
Jeremy Corbyn,1371924,2017-08-27 07:20:47 EDT,Photo,3649,228,465,523,5,7,3,2,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155709407313872,"This weekend over a million people will attend Notting Hill Carnival, one of Britain's most iconic events. Carnival emerged as a response to bigotry and hatred faced by black communities. It united people through art, music and dance in celebration of Caribbean culture, black history and our diverse and multicultural society. This year's Carnival comes as we mourn the tragedy of the Grenfell Tower fire. This important event aims to help the local community to heal, as the very first Carnival did in the 1960s. Carnival-goers will not only celebrate Carnival, but also reflect on inequality and injustice in our society and resolve to work together to overcome them. The Carnival is beautifully captured in Benjamin Zephaniah's poem, Carnival Days: On days like these we dance to us, With the drum beat of liberation Under the close cover of European skies, We dance like true survivors We dance to the sounds of our dreams. ... On dis rocking British cultural crown, When Rio’s eyes upon us...",https://www.facebook.com/JeremyCorbynMP/photos/a.468063663871.262492.330250343871/10155709404298872/?type=3,,,,,,-2.485251945923802
Diane Abbott MP,40079,2017-08-25 06:33:06 EDT,Link,52,2,26,1,0,0,37,4,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/958388114303647,"The Grenfell disaster had a huge toll on the mental health of both residents and witnesses, watch this short BBC video ↓",http://www.bbc.co.uk/news/av/uk-41045051/grenfell-tower-the-mental-health-toll,,Grenfell Tower: The mental health toll - BBC News,Six hundred people are receiving counselling in the area around Grenfell - including 100 children.,,,1.0608695652173914
Jeremy Corbyn,1371896,2017-08-24 15:50:51 EDT,Link,20138,301,856,2121,237,3,2,1,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155702166423872,Congratulations to Ines and everyone who received their GCSE results today.,http://metro.co.uk/2017/08/24/teen-who-took-gcses-hours-after-escaping-grenfell-tower-fire-has-aced-her-exams-6875235/,,Grenfell survivor who took exam hours after escaping fire gets her GCSE results,Absolutely incredible.,,,3.3929442133945216
Ian Murray for Edinburgh South,2967,2017-08-23 19:07:37 EDT,Native Video,36,4,0,1,0,0,4,0,0,share,1120,532114,0,https://www.facebook.com/IanMurrayMP/posts/1450530585064078,This is a must watch...,https://www.facebook.com/Channel4News/videos/10155168403156939/,,Channel 4 News,"Jon Snow tells the tragic story of attempting to help a young mother while working as a youth worker.

He remembered the episode as he ""stood within the smoking remains of Grenfell Tower"" (via Edinburgh TV Festival).",,,1.0714285714285714
David Lammy,30435,2017-08-22 04:01:35 EDT,Link,160,28,102,1,8,0,53,159,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154651787026541,"This grotesque situation further demonstrates that RBKC are truly unfit for purpose and are failing Grenfell survivors. Grenfell survivors should not be forced into bidding against each other for properties whilst they grieve for their loved ones and try to rebuild their lives,"" he said. It is incumbent on the local authority to find appropriate permanent accommodation for each and every family and support them through this process, not wash their hands of this responsibility so that traumatised and vulnerable people are bidding against each other for properties online. This is yet another example of RBKC abjectly failing to provide Grenfell survivors with the support that they need. http://www.independent.co.uk/news/uk/home-news/grenfell-tower-fire-survivors-bid-permanent-homes-housing-kensington-council-rbkc-a7905341.html",http://www.independent.co.uk/news/uk/home-news/grenfell-tower-fire-survivors-bid-permanent-homes-housing-kensington-council-rbkc-a7905341.html,,Grenfell Tower survivors could be made to 'bid against each other' for housing,"Kensington council (RBKC) is facing fresh criticism after inviting survivors of the Grenfell Tower fire to ""bid"" against each other for permanent accommodation.  Survivors were able to logon to a website from Monday morning to register their interest in about 100 flats made available at Kensington R...",,,1.185614849187935
Diane Abbott MP,40084,2017-08-21 14:37:00 EDT,Link,16,1,9,0,0,0,4,3,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/953932011415924,"ICYMI here is Diane Abbott MP's recent article on how the Grenfell fire victims are still being betrayed, two months on.",https://www.theguardian.com/commentisfree/2017/aug/14/grenfell-tower-fire-victims-betrayed-commissioners-community,,"Grenfell fire victims are still being betrayed, two months on | Diane Abbott","Commissioners who have the trust of the community must be appointed to take action, says shadow home secretary Diane Abbott",,,-3.484848484848485
David Lammy,30352,2017-08-18 05:23:34 EDT,Link,181,9,28,1,0,0,4,8,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154641377146541,"Scope of Grenfell Tower public inquiry should include provision and management of social housing in this country. As I have said, the decision to duck these broader national issues as part of the inquiry represents a grave injustice to those who died. https://labourlist.org/2017/08/jeremy-corbyn-pm-must-rethink-inquiry-into-grenfell-tower-blaze/",https://labourlist.org/2017/08/jeremy-corbyn-pm-must-rethink-inquiry-into-grenfell-tower-blaze/,,Jeremy Corbyn: PM must rethink inquiry into Grenfell Tower blaze | LabourList,"This is the letter sent by Jeremy Corbyn to Theresa May following the publication of the terms of reference for the inquiry into the Grenfell Tower fire, in which at least 80 people were killed. Dear Prime Minister, Thank you for your letter dated 15 August 2017 setting out the terms of reference fo...",,,-1.8917748917748918
Chris Elmore MP,1288,2017-08-17 11:52:00 EDT,Photo,7,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/ChrisElmoreMP/posts/1416645928388988,"Just a quick update on my campaign for safer insulation. Just before the terms of reference were announced, I received a reply from Sir Martin Moore-Bick, Chair of the Grenfell Inquiry. Sir Martin tells me that he is confident that insulation will be considered in the forthcoming inquiry. I will be following the investigation carefully as public hearings soon begin. No stone can be left unturned.",https://www.facebook.com/ChrisElmoreMP/photos/a.683176455069276.1073741829.544855105568079/1416645651722349/?type=3,,,,,,-0.6111111111111112
Jeremy Corbyn,1371824,2017-08-17 11:44:07 EDT,Photo,3514,210,634,220,3,6,10,69,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155681573813872,My letter to Theresa May about the decision to exclude the broader social and political issues raised by the Grenfell Tower fire from the inquiry.,https://www.facebook.com/JeremyCorbynMP/photos/a.468063663871.262492.330250343871/10155681571808872/?type=3,,Photos from Jeremy Corbyn's post,,,,-2.6393056150878698
Tom Watson,45449,2017-08-16 03:42:01 EDT,Link,36,3,6,1,0,0,0,0,0,,0,0,0,https://www.facebook.com/tom.watson.uk/posts/1539759369379388,"""Unless people have the skills and support to make themselves heard in the corridors of power, disasters such as the Grenfell Tower fire will continue to happen"" - I couldn't agree more: https://www.theguardian.com/voluntary-sector-network/2017/aug/09/communities-charities-campaigning-politics-democracy?CMP=Share_iOSApp_Other",https://www.theguardian.com/voluntary-sector-network/2017/aug/09/communities-charities-campaigning-politics-democracy?CMP=Share_iOSApp_Other,,Campaign training for community groups | Titus Alexander,Activism is an essential skill in a democracy. Here’s how charities and voluntary organisations can learn to make their voices heard,,,-4.956521739130435
David Lammy,30343,2017-08-15 09:08:31 EDT,Link,84,3,17,1,0,0,8,6,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154633629606541,"GRENFELL PUBLIC INQUIRY TERMS OF REFERENCE: The fight for justice for victims and their families is the most important aspect of the inquiry. It is right that the Grenfell inquiry looks into actions of Kensington and Chelsea Council before the fire, regulations and reaction of central & local Government but I am deeply disappointed that the narrow terms of reference ignore issue of the provision and management of social housing in the UK. What happened at Grenfell is evidence of systemic failure at a national and local level when it comes to social housing in this country. The decision to duck these important issues and fail to learn the broader lessons of Grenfell represents a grave injustice to those who died.",http://www.bbc.co.uk/news/uk-40935955,,Grenfell inquiry to examine council actions - BBC News,"Actions of Kensington and Chelsea Council to be included in Grenfell Tower fire inquiry, government announces",,,-3.6554621848739495
Diane Abbott MP,40073,2017-08-15 07:43:44 EDT,Link,63,4,19,0,0,0,20,23,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/953344611474664,"Grenfell fire victims are still being betrayed, two months on - latest piece from Diane Abbott MP.",https://www.theguardian.com/commentisfree/2017/aug/14/grenfell-tower-fire-victims-betrayed-commissioners-community?CMP=share_btn_tw,,"Grenfell fire victims are still being betrayed, two months on | Diane Abbott","Commissioners who have the trust of the community must be appointed to take action, says shadow home secretary Diane Abbott",,,1.1217391304347826
Diane Abbott MP,40079,2017-08-11 14:01:00 EDT,Link,51,5,41,2,1,0,1,16,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/949450725197386,"Hit SHARE now if you agree with Diane Abbott MP - cuts to our fire and rescue service need to end ↓ ARTICLE: Tories decimate fire services Figures obtained by the Fire Brigades Union (FBU) last month show that under Tory austerity almost one in fivefront-line firefighter posts — some 11,000 jobs — have been lost since 2010, making it a post war record. Firefighter jobs have been cut across Britain for seven years now and in total, these cuts mean that 19 per cent of the entire firefighting workforce has been slashed. Almost 8,000 of the total jobs lost since 2010 are to full-time firefighter posts and additionally nearly 3,000 “retained” (on-call) jobs have gone. Over 1,000 firefighter jobs have been lost in Scotland, 300 in Wales and around 100 in Northern Ireland. Such cuts have consequences, whatever the Tories may claim, and are putting the public at risk. As Matt Wrack, general secretary of the FBU, said: “After a tragedy like Grenfell Tower, the public need to feel safe. It...",http://morningstaronline.co.uk/a-b7b5-Tories-decimate-fire-services#.WYmHoumQw1k,,Tories decimate fire services,"Seven years of drastic cuts to fire services including reductions in personnel and the closure of fire stations have brought the fire brigade to the brink. An immediate reversal of this policy and increased investment is now a priority, writes DIANE ABBOTT",,,1.017391304347826
Diane Abbott MP,39734,2017-08-01 12:08:00 EDT,Native Video,146,18,18,32,0,0,0,4,0,crosspost,2400,2582,12922,https://www.facebook.com/Dianeabbott/posts/927273627415096,"In case you missed it, here is Diane Abbott MP recently in the House of Commons asking the Government for an immigration amnesty for survivors of Grenfell Tower who's status could prevent them from accessing support",https://www.facebook.com/Dianeabbott/videos/927273627415096/,,,,,,-1.408256880733945
Lucy Powell MP,2985,2017-08-01 11:31:21 EDT,Photo,17,1,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/lucy4mcr/posts/1547670151965459,"Thanks to everyone who came to my meeting for residents of City Centre apartment blocks last night. Since the Grenfell tragedy, I've received a large number of emails from constituents concerned about the cladding and fire safety in their own blocks, and a number of residents raised some serious issues at the meeting last night. I'm keen to put forward representations on behalf of both social and private tenants to the local and national inquiries and it was helpful to hear the views of City Centre residents last night. I'm especially grateful to Bob Birtles from Greater Manchester Fire & Rescue Service, and Councillor Pat Karney who spoke about the new taskforce being set up to ensure private landlords are also carrying out all necessary checks.",https://www.facebook.com/lucy4mcr/photos/a.335069956558824.84438.332136673518819/1547668921965582/?type=3,,Photos from Lucy Powell MP's post,,,,-2.0526315789473686
Nic Dakin,4071,2017-08-01 03:54:08 EDT,Photo,45,4,4,3,0,0,0,0,0,,0,0,0,https://www.facebook.com/NicDakinMP/posts/10154789116186398,"Last month I was fortunate enough to spend four days working in Nic’s Westminster office. This was a great way to celebrate the end of exam period, whilst preparing myself for university, as my degree includes a whole year working in Parliament. Whilst I was in London I did a variety of different tasks, from simply exploring the Palace of Westminster, to carrying research tasks, to even going with Nic to a radio interview. The first two days of my visit, Nic was in the constituency which meant I was alone in the office! This allowed me to show my independence of setting myself tasks and dealing with the constant calls to the office phone! It was a great way to spend my first week of freedom from college. I also managed to get a ticket to the final PMQ’s before recess, which was a great experience to once again see Jeremy Corbyn taking control and questioning Theresa May on varying areas including Grenfell Tower. Before I left Parliament, I managed to sit in the side gallery for the...",https://www.facebook.com/NicDakinMP/photos/a.434630176397.230010.186874346397/10154789116016398/?type=3,,,,,,-1.2678571428571428
Diane Abbott MP,39668,2017-07-31 12:13:00 EDT,Link,82,7,10,6,0,0,0,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/940914526051006,The Grenfell focus should be on the people - recent people from Diane Abbott MP for WriteYou,http://www.writeyou.co.uk/the_grenfell_focus_should_be_on_the_people,,The Grenfell focus should be on the people,Since the terrible fire that consumed Grenfell Tower in North Kensington there has been much discussion about the cladding and details of the architecture. But we need to keep focussing on the people. This week I organised a meeting in Parliament for survivors of the tragic fire. Alongside me were m...,,,-1.5714285714285714
Diane Abbott MP,38800,2017-07-28 12:16:00 EDT,Link,28,7,10,3,0,0,1,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/940915722717553,"ICYMI, here is Diane Abbott MP's recent piece for HuffPost UK: We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy",http://www.huffingtonpost.co.uk/diane-abbott/grenfell-tower_b_17348876.html,,We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy,Since the terrible fire that consumed Grenfell Tower in North Kensington there has been much discussion about the cladding and details of the architectur...,,,-3.306122448979592
Andy Slaughter,6707,2017-07-28 10:19:09 EDT,Link,72,10,11,0,0,0,0,2,0,,0,0,0,https://www.facebook.com/andy4hammersmith/posts/1208376405940774,"The recent election was one of the strangest of the nine General Elections I have worked in. Since then we have had the horrible tragedy of Grenfell and the continuing farce of the Tory's Hard Brexit. With May as PM the country feels rudderless, and this Government is simply not going to tackle the real problems I discussed on the doorstep during the seven week campaign.",http://www.andyslaughter.co.uk/grenfell_brexit_and_reflections_on_elections,,"Grenfell, Brexit and reflections on elections",Labour MP for Hammersmith,,,1.1875
Dawn Butler,1930,2017-07-28 07:46:08 EDT,Link,39,2,3,4,0,0,0,0,0,,0,0,0,https://www.facebook.com/DawnButlerBrent/posts/842284055926909,"I am passionate in my belief that we must create a lasting memorial for this awful fire. Remembering this tragedy is upsetting but it is also essential that we never forget what happened and those who lost their lives that night, some whom may never be identified. That is why I recently called on the government to make the site of Grenfell Tower a memorial garden in perpetuity.",https://www.thetimes.co.uk/edition/news/grenfell-tower-deserves-a-memorial-garden-3r9jp33v5,,Grenfell Tower deserves a memorial garden,On June 14 Grenfell Tower was engulfed in flames and there hasn’t been a day since that I haven’t thought about this awful tragedy. The images are still engrained in my mind. I also see the damage...,,,1.4545454545454546
Diane Abbott MP,38800,2017-07-28 06:59:56 EDT,Native Video,176,8,54,13,0,0,0,0,0,original,1631,1939,0,https://www.facebook.com/Dianeabbott/posts/943512725791186,"Those responsible for the Grenfell Tower fire must be held to account for their actions, and their neglect",https://www.facebook.com/Dianeabbott/videos/943512725791186/,,,,,,-1.1633466135458168
David Lammy,30253,2017-07-27 13:58:50 EDT,Photo,157,15,32,1,5,0,8,2,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154584511981541,Pleased that the police and CPS are taking justice for Grenfell victims seriously but corporate manslaughter = a fine. Gross negligence manslaughter = prison time (see Sentencing Council guidelines). I hope that the police and CPS considering involuntary manslaughter by gross negligence. A fine is not justice. https://amp.theguardian.com/uk-news/2017/jul/27/met-says-grenfell-council-may-have-committed-corporate-manslaughter,https://www.facebook.com/DavidLammyTottenham/photos/a.10152845178966541.1073741828.19129786540/10154584511941541/?type=3,,Photos from David Lammy's post,,,,-2.859090909090909
Naz Shah MP,13986,2017-07-27 13:27:13 EDT,Link,56,3,8,0,0,0,1,0,0,,0,0,0,https://www.facebook.com/NazShahMP/posts/1737545636545934,Police say Grenfell manslaughter charges possible http://www.bbc.co.uk/news/uk-40747241,http://www.bbc.co.uk/news/uk-40747241,,Police say Grenfell manslaughter charges possible - BBC News,Police say there are grounds for corporate manslaughter charges over the Grenfell Tower fire that killed at least 80,,,-1.6029411764705883
Diane Abbott MP,38777,2017-07-27 12:24:00 EDT,Link,82,10,5,7,1,0,0,5,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/940974346045024,"Recent piece from Diane Abbott MP: ""Grenfell is a manmade disaster. As such, it was avoidable, and the survivors and wider society will want to see justice done, the correct lessons learned and acted on, and the culture that led to it overthrown. One of the minimum initial steps is a full immigration amnesty for any survivor who requires it.""",https://www.theguardian.com/commentisfree/2017/jul/05/grenfell-survivors-full-immigration-amnesty-diane-abbott,,No Grenfell survivor should be deported | Diane Abbott,"We will never reach all those who need help without offering indefinite leave to remain. Without it, some people will simply be too wary of the authorities• Diane Abbott is the Labour shadow home secretary",,,-1.4727272727272727
Julie Elliott,2452,2017-07-27 06:24:55 EDT,Photo,54,3,3,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/JulieElliottSunderland/posts/1215474588596339,"I have urged the Government to ensure councils and housing associations have the funds to make properties safe in the wake of the Grenfell tragedy. Cladding which failed fire safety tests was removed from five Sunderland tower blocks in June. That work was done quickly and the buildings are safe, but obviously more work was then needed to put them into a good state. I have asked the Secretary of State to assure me that funding will be made available not just to local authorities, but also to the smaller housing associations with that responsibility. See more here: http://bit.ly/2v1rcWk:=:https://www.julie4sunderland.co.uk/funds_needed_to_make_buildings_safe",https://www.facebook.com/JulieElliottSunderland/photos/a.661556970654773.1073741828.661360614007742/1215474588596339/?type=3,,Timeline Photos,,,,-1.4833333333333334
David Lammy,30244,2017-07-26 10:44:23 EDT,Link,141,7,27,10,0,0,0,0,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154581145491541,"My response to the Grenfell Tower public inquiry consultation - we need a two-stage inquiry & Sir Martin Moore-Bick should appoint advisory panel. Public inquiry must examine specific circumstances and causes of the Grenfell Tower fire, but also the systemic failure at national and local level in the provision, administration and management of social housing. A failure to learn lessons would be a grave injustice both to those who died and also in putting other lives at risk. I have experienced first-hand the grief, anger and frustration of the Grenfell survivors, victims’ families and the community in North Kensington. Sir Martin Moore-Bick must leave no stone unturned in identifying each and every individual & organisation who must bear responsibility and be held to account for this tragedy and its aftermath. https://www.theguardian.com/uk-news/2017/jul/26/david-lammy-grenfell-inquiry-martin-moore-bick",https://www.theguardian.com/uk-news/2017/jul/26/david-lammy-grenfell-inquiry-martin-moore-bick,,David Lammy urges Grenfell inquiry chair to 'uncover the truth',"Labour MP writes to Sir Martin Moore-Bick asking him to appoint advisory panel of survivors, victims’ families and residents",,,-2.3513513513513513
David Lammy,30246,2017-07-25 09:09:14 EDT,Photo,86,2,14,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/DavidLammyTottenham/posts/10154577976066541,My response to Grenfell Tower public inquiry consultation 1. Two-stage inquiry required 2. Advisory panel drawn from families and community,https://www.facebook.com/DavidLammyTottenham/photos/a.10151122350126541.433894.19129786540/10154577974686541/?type=3,,Photos from David Lammy's post,,,,-6.03921568627451
Julie Elliott,2444,2017-07-21 07:36:22 EDT,Link,26,8,3,0,0,0,0,3,0,,0,0,0,https://www.facebook.com/JulieElliottSunderland/posts/1211041109039687,"This week I wrote to the Government's housing minister about proposals to convert Angel House, in Borough Road, from a commercial office block to a residential tower block. I am really concerned that, due to changes made by the Coalition Government between 2010 and 2015, this conversion could go ahead without a full planning application and robust public scrutiny. It’s not right that developers are able to convert non-residential buildings into residential tower blocks through the process that is normally used for small home improvements. I find this very worrying, especially in light of the Grenfell Tower atrocity. This loophole could potentially put my constituents at risk. Read the Echo story on it here:",http://www.sunderlandecho.com/our-region/sunderland/concerns-over-plan-to-convert-sunderland-office-block-into-154-bedsits-1-8661449,,Concerns over plan to convert Sunderland office block into 154 ‘bedsits’,A Sunderland MP is to write to the Government housing minister over a developer’s proposals to transform a city centre office block into 154 “bedsits”.,,,1.25
Clive Lewis MP,21431,2017-07-20 14:34:36 EDT,Native Video,208,15,38,14,0,0,1,5,0,original,3647,4531,0,https://www.facebook.com/labourclivelewis/posts/1435757716501031,"I recently spoke in parliament about the need to make sure our local authorities, schools, fire and other services are properly funded in order to keep everyone safe and avoid another tragedy like Grenfell Towers. Schools in Norwich are suffering particularly badly from Government cuts and are threatened with the worst settlement in Norfolk under the proposed funding formula, although we are waiting to find out whether and how that will ever be implemented. I asked the minister to tell us whether any central funding will be made available for essential safety work, so that those schools do not face yet more unfunded costs from the Government. I also discuss how local authorities are being subjected to changes in funding and changes to their ways of working which could result in some councils making compromises on safety measures. Notably, I talk about the the Government’s mandatory 1% rent reduction, which reduces Norwich City Council's ability to repair and improve its ageing...",https://www.facebook.com/labourclivelewis/videos/1435757716501031/,,,,,,1.195744680851064
Neil Coyle MP,2615,2017-07-20 05:43:06 EDT,Photo,21,2,0,1,0,0,0,0,0,,0,0,0,https://www.facebook.com/NeilCoyleMP/posts/1630925946917713,"It has been over a month since the fire broke out and engulfed Grenfell Tower. Many are still trying to come to terms with this horrific event, in which at least 80 people lost their lives. This tragedy is incomprehensible but was also avoidable. Many are understandably angry and are seeking answers. The inquiry is underway but will take some time to provide an account of what went so tragically wrong. The Government has utterly failed to live up to its job on this issue. Theresa May offers no leadership in the past month. Councils have had their budgets axed in the last seven years but now face the huge challenge of retro-fitting sprinklers into tower blocks to make people feel safe in their own homes. The Government has refused to clarify if councils will be able to reclaim funding this measure - and Ministers still have not outlined what resources will be provided to ensure necessary fire safety inspections and improvements are undertaken. I have written a joint letter with Rt...",https://www.facebook.com/NeilCoyleMP/photos/a.1007319599278354.1073741828.978189968857984/1630925666917741/?type=3,,Photos from Neil Coyle MP's post,,,,-1.625
Jeremy Corbyn,1371668,2017-07-18 02:01:00 EDT,Photo,5266,238,586,268,4,4,34,3,0,,0,0,0,https://www.facebook.com/JeremyCorbynMP/posts/10155585491048872,"I have written to Theresa May with Labour's recommendations on the Terms of Reference of the Inquiry into Grenfell Tower. We are recommending a two-part inquiry into Grenfell. The first, to get answers to urgent questions about what happened at Grenfell. The second, a more wide-ranging inquiry into the underlying causes of the fire and its national implications. We have also urged broader, diverse membership of the Grenfell Tower Inquiry team, ensuring residents are represented and feel confident in the process.",https://www.facebook.com/JeremyCorbynMP/photos/a.468063663871.262492.330250343871/10155585489513872/?type=3,,,,,,-1.904419803217242
Diane Abbott MP,38415,2017-07-17 12:14:00 EDT,Link,134,4,36,2,0,0,17,4,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/931854320290360,"We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy - recent piece from Diane Abbott MP. ""The media circus will move on from Grenfell. But we need to continue to focus, not only on the architectural and regulatory issues, but the human beings caught up in this tragedy and how they can get the help and support they will need far into the future.""",http://dianeabbott.org.uk/news/articles/news.aspx?p=1021392,,We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy,We Must Not Lose Sight Of The Human Beings Still Caught Up In The Grenfell Tragedy,,,1.2236024844720497
Diane Abbott MP,38338,2017-07-16 16:00:00 EDT,Link,120,7,26,10,0,0,2,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/931857933623332,"Retro-fitting sprinklers saves lives, saves homes and saves money - Diane Abbott MP writes for PoliticsHome : One thing the Government should immediately do in the wake of the Grenfell tragedy is the compulsory retro-fitting of sprinklers in all tower blocks, major residential buildings, and student accommodation. Earlier this week, the Communities Secretary Sajid Javid MP, told the House of Commons that the recommendations of the Coroner’s report into the fire at Lakanal House had been implemented ‘fully’. But many people who live in blocks will know that this is simply not true, as even during refurbishments in recent years their buildings have not been retrofitted with sprinklers. After the Grenfell Tower fire residents in tower block and others across the country will be concerned that they could be at risk. They need reassurance – and installing sprinklers would do just that. When challenged on this Tory Ministers want to hide behind the fact that there is an official Inquiry....",http://dianeabbott.org.uk/news/articles/news.aspx?p=1021393,,"Retro-fitting sprinklers saves lives, saves homes and saves money","Retro-fitting sprinklers saves lives, saves homes and saves money",,,1.0248447204968945
Diane Abbott MP,38184,2017-07-14 16:06:00 EDT,Link,331,27,62,48,0,1,21,0,0,,0,0,0,https://www.facebook.com/Dianeabbott/posts/931851626957296,"We will never reach all those who need help without offering indefinite leave to remain. Without it, some people will simply be too wary of the authorities In case you missed it, here is Diane Abbott MP's recent piece regarding Grenfell surviors.",http://dianeabbott.org.uk/news/articles/news.aspx?p=1021391,,No Grenfell survivor should be deported,No Grenfell survivor should be deported,,,3.0434782608695654
Bridget Phillipson,5342,2017-07-14 12:31:07 EDT,Photo,32,2,3,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/bridgetphillipson/posts/1555944747770665,"Today I visited the towers at Lakeside to discuss fire safety with members of the Lakeside Residents Association (LRA) following the devastating fire at Grenfell Tower in London last month. I was joined by staff members from Gentoo and Chris Lane, a Station Manager in Sunderland from Tyne and Wear Fire and Rescue Service (TWFRS). It was very helpful to speak to residents face to face and to hear their concerns about fire safety. I was pleased that they felt so reassured by the help and support that Gentoo and TWFRS have offered since the fire. I was also very impressed to witness the fire alarm system in one of the towers first hand. It’s clear that Gentoo have robust procedures in place to mitigate against the risk of fire, and that staff are doing everything they can to make residents feel safe. The fire at Grenfell Tower was a national tragedy that should never happen again. We all need to learn lessons from this terrible event, and I hope that the public and police inquiries...",https://www.facebook.com/bridgetphillipson/photos/a.421709184527566.100935.329262860438866/1555944747770665/?type=3,,Timeline Photos,,,,-1.7027027027027026
