Name,Day,URL,Message,Party,Platform,Month,Year,Month Year,Date,Party colour,West Midlands constituencies,Cladding mention
John McDonnell,2017-06-30,https://www.facebook.com/johnmcdonnellmp/posts/10155348233550833,See you tomorrow!,Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
John McDonnell,2017-07-05,https://www.facebook.com/johnmcdonnellmp/posts/10155367697985833,I'm going to be speaking at this event tomorrow night with Jeremy Corbyn and others in Kentish Town. Come and join us for a celebration of Labour's General Election campaign.,Labour,Facebook,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
John McDonnell,2017-10-03,https://www.facebook.com/johnmcdonnellmp/posts/10155637720135833,Heartbreaking film about Firdaws add Yadya Hashim who tragically died at Grenfell Tower.,Labour,Facebook,10,2017,10/2017,2017/10,J) Labour,#N/A,No cladding
John McDonnell,2017-11-09,https://www.facebook.com/johnmcdonnellmp/posts/10155737200135833,Today Labour are calling on the Chancellor to provide the funds to make homes safe and install sprinklers in tower blocks across our country. We must make sure that nothing like the fire at Grenfell Tower can ever happen again. Join our campaign here: www.labour.org.uk/makehomessafe:=:https://action.labour.org.uk/page/s/make-homes-safe/ http://www.mirror.co.uk/news/politics/jeremy-corbyn-calls-council-high-11488788,Labour,Facebook,11,2017,11/2017,2017/11,J) Labour,#N/A,No cladding
John McDonnell,2017-12-14,https://www.facebook.com/johnmcdonnellmp/posts/10155831768875833,"An important article from Richard Burgon on the ongoing suffering of the Grenfell survivors. Many are still living in temporary accommodation and will be spending this Christmas in hotel rooms. They must be given a full and proper inquiry they are calling for, as Labour has demanded from the start.",Labour,Facebook,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
John McDonnell,2017-12-20,https://www.facebook.com/johnmcdonnellmp/posts/10155845874170833,TV programmes like Benefits Street demonise those in poverty and hand over excuses for Tories to enact brutal policies that hurt the most vulnerable in society.,Labour,Facebook,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
John McDonnell,2017-12-14,https://twitter.com/johnmcdonnellMP/status/941276978786848769,"Important article from @RichardBurgon on the ongoing suffering of Grenfell victims. Many will still be living in hotel rooms this Christmas. Survivors must be given the proper, thorough inquiry they deserve. http://www.independent.co.uk/voices/grenfell-inquiry-tower-fire-families-theresa-may-government-promise-panel-a8108036.html?amp&__twitter_impression=true",Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
John McDonnell,2017-12-13,https://twitter.com/johnmcdonnellMP/status/940938995856498688,"If the Prime Minister never wants something like Grenfell to happen again, then why won’t her government give the funds to local councils to retrofit sprinklers in high rise buildings? #PMQs",Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
John McDonnell,2018-05-14,https://twitter.com/johnmcdonnellMP/status/996120153342476289,It was a moving privilege to join the # GrenfellSilentWalk tonight. Justice for Grenfell. Solidarity. https://twitter.com/grenfellspeaks/status/996093301907484674,Labour,Twitter,5,2018,05/2018,2018/05,J) Labour,#N/A,No cladding
John McNally,2017-06-22,https://www.facebook.com/JohnMcNallySNP/posts/1573174459361031,"My thoughts in the Falkirk Herald... THIS election night was very different from the last. My wife and I walked into the polling station accompanied by armed police - a visible sign of country’s mood following the appalling terrorist attacks in Manchester and London. It was also markedly quieter than 2015, with staff and candidates outnumbering members of the public. There was little flag waving. When the results were read out, I was, and remain, honoured to have been chosen by the people of Falkirk to be their MP. My majority was cut but I have been voted back to continue building on the work for the community I’ve achieved over the past two years. I could not have done it without those who generously gave up their time and put so much work into our deeply positive Falkirk campaign. I am proud to have been part of it. The campaign trail was a pleasure to experience. We met many people with lots to say. On election day, a beautiful bride turned out to meet us, resplendent in her...",SNP,Facebook,6,2017,06/2017,2017/06,B) SNP,#N/A,No cladding
John McNally,2017-10-31,https://www.facebook.com/JohnMcNallySNP/posts/1705003769511432,Well done Fraser! Well deserved,SNP,Facebook,10,2017,10/2017,2017/10,B) SNP,#N/A,No cladding
John Nicolson,2017-08-24,https://www.facebook.com/JohnNicolsonSNP/posts/2036186016610274,,SNP,Facebook,8,2017,08/2017,2017/08,B) SNP,#N/A,No cladding
john spellar,2017-12-28,https://twitter.com/spellar/status/946280431321796609,Tory Ministers admit have not given a single council extra cash for ‘essential’ fire safety work since the Grenfell Tower blaze http://www.mirror.co.uk/news/politics/tories-admit-havent-given-single-11759470 “Tory ministers,Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,Warley BC,No cladding
John Woodcock,2017-08-19,https://twitter.com/JWoodcockMP/status/898876955562393602,Moving piece on Football Focus about the way @QPRFC are helping their community rebuild after Grenfell fire #gameforgrenfell @mrdanwalker,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Jon Cruddas,2017-06-16,https://www.facebook.com/JonCruddas/posts/1208794892575879,"Following the tragedy at Grenfell Tower earlier this week my sincerest thoughts are with the people that lost their lives, those that are still unaccounted for, and their families and friends. This incident raises serious questions of accountability and I agree with many of my parliamentary colleges that a full inquiry is the way forward. This tragedy has also increased the concerns of residents closer to home. Today I will be contacting the Chief Executives of Barking and Dagenham and Havering strongly urging both councils to carry out full safety audits as a matter of urgency for all the tower blocks, and low rise flats within my constituency. If anyone has any concerns please do not hesitate in contacting me at cruddasj@parliament.uk or my office on 020 8984 7854",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Jon Trickett,2017-06-20,https://www.facebook.com/jon.trickett/posts/1872714412992523,"Following the tragic fire at Grenfell Tower in London, there is an understandable level of anxiety and concern surrounding the safety of multi-storey tower blocks. Today I received a letter from Kevin Dodd, the Chief Executive of Wakefield and District Housing (WDH) assuring the safety of residents in WDH multi-storey blocks. Mr Dodd firstly reassured me that WDH use a completely different kind of cladding from the type used at Grenfell Tower in London. The cladding used by WDH has a fully compliant fire retardant rating from the manufacturer. He also gave assurances that all WDH flats comply with all fire safety requirements, and are inspected every three months by West Yorkshire Fire and Rescue Service. I have been told that there is a rigorous inspection regime currently in place to make sure all the accesses are clear at all times and each flat has a hard wired smoke and heat detector. All the lifts meet the requirements to ensure firefighters are able to use them in case of...",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,Cladding
Jon Trickett,2018-01-13,https://twitter.com/jon_trickett/status/952113376737595392,Excited to announce that @emmadentcoad has been appointed as my PPS; one of our greatest campaigners who won the prize seat of Kensington in June & now fighting for justice for Grenfell,Labour,Twitter,1,2018,01/2018,2018/01,J) Labour,#N/A,No cladding
Jonathan Reynolds,2017-06-20,https://www.facebook.com/Jonathanreynoldsmp/posts/683172621883116,"In the aftermath of the appalling tradegedy at Grenfall Tower, I am in regular contact with local housing associations, fire services and the council regarding fire safety in our local tower blocks. I will be pushing the government not just for a full review of fire regulations but for an examination into the resource levels of our uniformed services. New Charter manages three blocks which might be described as ‘towers’in my constituency: Chartist, John Grundy & Thompson Court. There are no longer any ""tower"" style blocks in Hattersley. This is the lateset update I received from them: ""We have current Fire Risk Assessments for all the properties and we had already identified the need for further assessments to quantify what further work might be needed particularly around ensuring the right degree of compartmentalisation was present. In order to ensure the right levels of compliance we had already engaged independent expert advisors to ensure nothing was missed. I have also now...",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Jonathan Reynolds,2017-06-28,https://www.facebook.com/Jonathanreynoldsmp/posts/687382398128805,"An afternoon of two halves. Firstly, the exhilaration of having our Parliamentary Labour Party ""class photo"". It's inspiring to see so many Labour colleagues returned and so many new ones elected -this, after an election the right wing press nastily predicted would be ""blue murder"". We are the most diverse PLP ever in terms of gender, ethnicity and disability- a proud moment. Secondly, however, our amendment to stop cuts and caps to the pay of police, firefighters and nurses was narrowly lost, by 14 votes (10 of them bought from the DUP). It is the height of hypocrisy that the Tories have repeatedly praised our emergency services and NHS through weeks of terrible terror attacks and the tragedy at Grenfell, but in the very first vote of this Parliament, moved to continue freezing their pay. The difference a Labour Government would make has never been starker.",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Jonathan Reynolds,2017-06-30,https://www.facebook.com/Jonathanreynoldsmp/posts/688592144674497,"I've been at MediaCity this afternoon filming the North West part of this weekend's Sunday Politics. Tune in on Sunday to see us cover the Conservatives' deal with the DUP and whether it means the North West will miss out, the announcement that charges will finally be brought over Hillsborough and the response from the Govt and the Opposition to the Grenfell Tower disaster.",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Julian Smith,2017-06-15,https://www.facebook.com/juliansmithofficial/posts/10154956230979087,I am deeply shocked and saddened by the fire at Grenfell Tower. My thoughts are with those affected and their friends and family. The Government is committed to a full public inquiry into this terrible incident and the Government will make a statement shortly.,Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Julian Smith,2017-06-15,https://twitter.com/JulianSmithUK/status/875329763090583552,I am deeply shocked and saddened by the fire at Grenfell Tower. My thoughts are with those affected and their friends and family.,Conservative,Twitter,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Julian Sturdy,2017-06-14,https://www.facebook.com/strongvoice.juliansturdy/posts/646704545520460,"Throughout the day I have been shocked by the horrific images on the television of the Grenfell Tower in North Kensington. Sadly, we know that at least six people have lost their lives in this shocking incident and many more are being treated in hospitals across the capital. My thoughts and prayers are with all of the people caught up in this dreadful event Once again, our emergency services have exhibited their professionalism and bravery in the most testing of circumstances. I believe I speak on behalf of all residents of York Outer when I say that we are truly grateful for all they do to keep us safe.",Conservative,Facebook,6,2017,06/2017,2017/06,A) Conservative,#N/A,No cladding
Julie Cooper,2017-06-16,https://www.facebook.com/julieelizabethcooper/posts/738438886328700,"Like most people I have found the news from Grenfell following the fire really distressing. All thoughts and prayers are with the victims and their families. Calico, our leading provider of social housing in Burnley and Padiham continually review the safety of their properties in conjunction with fire safety officers. I was reassured to hear that they do not use the same materials for cladding as were used in Grenfell.",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,Cladding
Julie Elliott,2017-07-21,https://www.facebook.com/JulieElliottSunderland/posts/1211041109039687,"This week I wrote to the Government's housing minister about proposals to convert Angel House, in Borough Road, from a commercial office block to a residential tower block. I am really concerned that, due to changes made by the Coalition Government between 2010 and 2015, this conversion could go ahead without a full planning application and robust public scrutiny. It’s not right that developers are able to convert non-residential buildings into residential tower blocks through the process that is normally used for small home improvements. I find this very worrying, especially in light of the Grenfell Tower atrocity. This loophole could potentially put my constituents at risk. Read the Echo story on it here:",Labour,Facebook,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Julie Elliott,2017-07-27,https://www.facebook.com/JulieElliottSunderland/posts/1215474588596339,"I have urged the Government to ensure councils and housing associations have the funds to make properties safe in the wake of the Grenfell tragedy. Cladding which failed fire safety tests was removed from five Sunderland tower blocks in June. That work was done quickly and the buildings are safe, but obviously more work was then needed to put them into a good state. I have asked the Secretary of State to assure me that funding will be made available not just to local authorities, but also to the smaller housing associations with that responsibility. See more here: http://bit.ly/2v1rcWk:=:https://www.julie4sunderland.co.uk/funds_needed_to_make_buildings_safe",Labour,Facebook,7,2017,07/2017,2017/07,J) Labour,#N/A,Cladding
Justin Tomlinson,2017-07-04,https://www.facebook.com/justintomlinsonofficial/posts/1505320276212130,"I joined the Fire Service and Clls last week to visit the high rise towers in Penhill to reassure residents that in the wake of the tragic fire at Grenfell Tower, their buildings are completely up to fire safety standards and there is no reason to worry. Residents have been assured that the high rise buildings in the area are completely brick cladded and lack any combustible cladding, such as composite aluminium cladding that was seen in the tragedy at Grenfell Tower. Both blocks I visited are also protected by regularly inspected fire alarm systems and fireproof doors.",Conservative,Facebook,7,2017,07/2017,2017/07,A) Conservative,#N/A,Cladding
Karen Buck,2017-06-25,https://twitter.com/KarenPBuckMP/status/879087044504559616,"After Grenfell: why we must do more to protect tenants, resource councils and support social housing. https://www.theguardian.com/commentisfree/2017/jun/25/bill-protect-tenants-grenfell-housing-government",Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Karen Buck,2017-06-23,https://twitter.com/KarenPBuckMP/status/878182350299025408,"My contribution to the Queen's Speech debate yesterday, focused on some issues arising from the Grenfell tragedy: https://hansard.parliament.uk/Commons/2017-06-22/debates/D048EA7D-334D-4AB9-8E84-FE07D769DB53/HousingAndSocialSecurity#contribution-9D239A6E-D9E7-465D-AA91-09DEB894784F",Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Karen Buck,2017-06-19,https://twitter.com/KarenPBuckMP/status/876819974278565888,"I've dropped in to thank @CllrRyanD, Rob and volunteers at Beethoven Centre #grenfell but hearing more worrying stories about organisation https://t.co/XOPAFKg2ES",Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Karen Buck,2017-06-14,https://twitter.com/KarenPBuckMP/status/874862477082755072,Stunned by the horror of the scenes from Grenfell Tower in North Kensington. All thoughts with community and emergency services.,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Karen Buck,2017-07-19,https://twitter.com/KarenPBuckMP/status/887738000385421313,"Another necessary read from @DaveHill Quotes figures showing how stable/long-standing resident population of #Grenfell was, contrary to myth https://twitter.com/davehill/status/887733150838906881",Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Karen Buck,2017-07-12,https://twitter.com/KarenPBuckMP/status/885119273785597953,In #grenfell debate-surprised Minister confirmed to me 'Recovery team' in RBKC purely advisory. So 'Gold' will hand back to Council?,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Karen Buck,2017-07-09,https://twitter.com/KarenPBuckMP/status/883989693473443840,Typically excellent by @DaveHill. Grenfell references give painful topicality but deeper issues raised aren't remotely exclusive to RBKC https://twitter.com/davehill/status/883987266921693184,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Karen Buck,2017-07-07,https://twitter.com/KarenPBuckMP/status/883367471553662976,"Brexit, the Grenfell disaster, policing and the continuing squeeze on local council budgets- in my July newsletter: http://www.karenbuck.org.uk/july_2017_e_newsletter",Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Karen Buck,2017-07-05,https://twitter.com/KarenPBuckMP/status/882674600034873344,Richly deserved appreciation for @NorthKenLC @shelter and everyone who rallied to give legal advice and representation after #Grenfell https://twitter.com/carolstorerlapg/status/882670310671212544,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Karen Buck,2017-07-05,https://twitter.com/KarenPBuckMP/status/882509434953531393,"Finally, recognition of the scale of the Kensington's failure post #Grenfell. But will residents be involved and task force win confidence? https://twitter.com/bbcradiolondon/status/882508087634124800",Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Karen Buck,2017-07-01,https://twitter.com/KarenPBuckMP/status/881053607000408064,"Entirely! Yes, Grenfell *would* be challenge to any council-so ask for help, listen to residents, have some humility, understand the anger.. https://twitter.com/paulwaugh/status/881050476401373186",Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Karen Buck,2017-08-27,https://twitter.com/KarenPBuckMP/status/901744562720395264,"Wishing everyone a peaceful, enjoyable and respectful #NottingHillCarnival #grenfell https://twitter.com/simonwyatt1/status/901743198686601216",Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Karen Buck,2017-08-12,https://twitter.com/KarenPBuckMP/status/896437013590749184,Frontline club hosted 'On the ground at Grenfell'-film made by young people about their experiences. Very hard to watch but very necessary. https://t.co/0NIrAD9lyT,Labour,Twitter,8,2017,08/2017,2017/08,J) Labour,#N/A,No cladding
Karen Buck,2017-10-16,https://twitter.com/KarenPBuckMP/status/919855017045233665,Just heard desperate o/crowded family with severely disabled child-had long awaited offer w/drawn because of Grenfell. Just what I feared.,Labour,Twitter,10,2017,10/2017,2017/10,J) Labour,#N/A,No cladding
Karen Buck,2017-10-06,https://twitter.com/KarenPBuckMP/status/916346125296324608,So much for all that concern...Ministers 'refusing to pay for improvements in fire safety' after Grenfell https://amp.theguardian.com/society/2017/oct/06/ministers-refusing-pay-improvements-fire-safety-grenfell,Labour,Twitter,10,2017,10/2017,2017/10,J) Labour,#N/A,No cladding
Karen Buck,2017-12-12,https://twitter.com/KarenPBuckMP/status/940648484461600768,"Parliament hears from Grenfell survivors tonight, six months after the worst residential fire in post-war Britain @GrenfellUnited https://t.co/2eVRfcRqfu",Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
Karen Buck,2017-12-11,https://twitter.com/KarenPBuckMP/status/940121015648169984,"Powerful interview with #Grenfell survivor on @BBCr4today just now. Illustrates deep distrust of council, reluctance to keep moving home, human impact of delays and chaotic support.",Labour,Twitter,12,2017,12/2017,2017/12,J) Labour,#N/A,No cladding
Karen Buck,2018-01-23,https://twitter.com/KarenPBuckMP/status/955903445881454593,"Could not be more proud of Paddington Red Watch, running the marathon for Grenfell https://twitter.com/a21run4grenfell/status/949394640595243008",Labour,Twitter,1,2018,01/2018,2018/01,J) Labour,#N/A,No cladding
Karen Buck,2018-02-25,https://twitter.com/KarenPBuckMP/status/967756284119453697,"...because sometimes, like today, I’m walking through the constituency and look round...Never forget about #Grenfell https://t.co/7atUQOUpZJ",Labour,Twitter,2,2018,02/2018,2018/02,J) Labour,#N/A,No cladding
Karen Buck,2018-02-25,https://twitter.com/KarenPBuckMP/status/967739235326447616,"Going to give this #FireSafety #grenfell thread another push. It really is utterly extraordinary, and not in a good way https://twitter.com/peteapps/status/967025088473239557",Labour,Twitter,2,2018,02/2018,2018/02,J) Labour,#N/A,No cladding
Karen Buck,2018-02-22,https://twitter.com/KarenPBuckMP/status/966813573740683265,Thread. Important thread #grenfell #FireSafety https://twitter.com/peteapps/status/966812153540956165,Labour,Twitter,2,2018,02/2018,2018/02,J) Labour,#N/A,No cladding
Karen Buck,2018-03-22,https://twitter.com/KarenPBuckMP/status/976793851645054976,Many Grenfell families still in emergency accommodation. Temporary Accommodation up 64%. Secretary of State doesn’t answer my question on why his department returned £800m to the Treasury. https://twitter.com/jos21bell/status/976791966229950465,Labour,Twitter,3,2018,03/2018,2018/03,J) Labour,#N/A,No cladding
Karen Buck,2018-03-15,https://twitter.com/KarenPBuckMP/status/974253871584432128,"In today’s statement on Grenfell, I’ve just asked for help in sorting the issue of access to leasehold properties in tower blocks so councils like Westminster can proceed with retro-fitting sprinklers. https://twitter.com/peteapps/status/973933043542122496",Labour,Twitter,3,2018,03/2018,2018/03,J) Labour,#N/A,No cladding
Karen Buck,2018-03-05,https://twitter.com/KarenPBuckMP/status/970719195037143040,Anyone like to guess which MP thinks a young London musician being passionate about Grenfell is “boring”? It’s not hard.. https://twitter.com/nme/status/970716656648491008,Labour,Twitter,3,2018,03/2018,2018/03,J) Labour,#N/A,No cladding
Karen Buck,2018-05-17,https://twitter.com/KarenPBuckMP/status/997047544021700609,I’m really pleased with the government decision on limiting #fobt stakes (and well done @carolynharris24 on this) but can’t help thinking announcing today draws attention from potentially problematic #hackitt review of building regulations #grenfell https://twitter.com/fobtappg/status/997002674280255488,Labour,Twitter,5,2018,05/2018,2018/05,J) Labour,#N/A,No cladding
Karen Buck,2018-05-16,https://twitter.com/KarenPBuckMP/status/996731260948172801,"Hoping to be able to contribute to the #Grenfell debate this afternoon before heading into this, which means no time to join @RuthCadbury in her important debate on Housing and Legal Aid, which is a shame. https://twitter.com/humanrightsctte/status/996730531399204864",Labour,Twitter,5,2018,05/2018,2018/05,J) Labour,#N/A,No cladding
Karen Buck,2018-05-16,https://twitter.com/KarenPBuckMP/status/996728551356489729,This is genuinely good news and a tribute to the many people who’ve campaigned so hard on the issue. Suspect government did not want to reach the Grenfell anniversary without having made some real progress on safety. https://twitter.com/johnhealey_mp/status/996719733545291776,Labour,Twitter,5,2018,05/2018,2018/05,J) Labour,#N/A,No cladding
Karen Buck,2018-05-08,https://twitter.com/KarenPBuckMP/status/993854606328455168,"Incredibly moving to meet Grenfell survivors, relatives and volunteers- some of whom I knew from previous North Kensington experience- here today in Parliament at the invitation of the Speaker @GrenfellUnited",Labour,Twitter,5,2018,05/2018,2018/05,J) Labour,#N/A,No cladding
Karl Turner,2017-06-26,https://twitter.com/KarlTurnerMP/status/879372874800402433,In Commons now hoping to catch speakers eye on #Grenfell statement.,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Karl Turner,2017-06-24,https://twitter.com/KarlTurnerMP/status/878727117286113281,Wondered why @Shelter response to #Grenfell was little mute!? https://www.theguardian.com/uk-news/2017/jun/23/two-shelter-board-members-derek-myers-tony-rice-quit-after-grenfell-tower-fire,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Karl Turner,2017-07-02,https://twitter.com/KarlTurnerMP/status/881406464048476161,"High rise, low quality: how we ended up with deathtraps like #Grenfell? https://www.architectsjournal.co.uk/opinion/high-rise-low-quality-how-we-ended-up-with-deathtraps-like-grenfell/10021035.article#.WU5CXo1DuI1.twitter",Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Karl Turner,2017-09-14,https://twitter.com/KarlTurnerMP/status/908450178880991232,Glad to hear @John_Cooper_QC is acting for the victims in #GrenfellInquiry. He will make sure that the truth will out. #Grenfell,Labour,Twitter,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Kate Green,2017-06-15,https://www.facebook.com/kate.green.773/posts/866350436851865,"Parliament isn't formally in session yet; MPs are still being sworn in (I was sworn in this morning), and the state opening of parliament by the queen is on 21 June. But an emergency meeting was arranged this afternoon so that MPs could question ministers about the tragic fire in Grenfell Tower in west London. This was an appalling event, and MPs are determined to get answers and to prevent such an awful event ever happening again. Ministers were asked about fire safety standards, about rehousing and support for those affected by the fire, about government funding to bring all buildings up to safe standards, about possible corporate manslaughter charges, and about the public inquiry announced by the prime minister. I was one of a number of MPs to demand clear advice be made available about what people should do in the event of a fire breaking out in their building, as a matter of urgency. I have also been in contact with the boss of Trafford Housing Trust, who own a number of tower...",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Kate Green,2017-06-15,https://www.facebook.com/kate.green.773/posts/866352903518285,"Parliament isn't formally in session yet; MPs are still being sworn in (I was sworn in this morning), and the state opening of parliament by the Queen has been set for 21 June. But an emergency meeting was arranged this afternoon for MPs to question ministers about the appalling fire in Grenfell Tower in west London. Many questions were raised, about fire safety regulations, about rehousing and support for those affected, about government funding for all buildings to be brought up to safe standards, about possible corporate manslaughter charges, and about the public inquiry announced by the prime minister. I was one of a number of MPs to ask for clear advice that people should follow if a fire breaks out in their building, as a matter of urgency. I have also been in contact with the boss of Trafford Housing Trust, who own a number of tower blocks in Stretford and Urmston. THT have checked their buildings, and tell me they use a different, non flammable, cladding from that used on...",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,Cladding
Kate Green,2017-06-22,https://www.facebook.com/kate.green.773/posts/870590116427897,"Since last week's appalling fire at Grenfell Tower last week, MPs have been keeping a careful watch on developments. I understand fire safety was discussed extensively at Trafford Housing Trust's board meeting this week. THT tell me costings are being obtained for new fire safety measures, and assessments being carried out on all tower blocks. I am assured the findings will be shared with residents. I also understand that new liaison arrangements with residents are being put in place. In the meantime, the advice to residents remains to stay put in your flat in the event of a fire, but that will be reviewed to see if any change to the advice is necessary. Fire safety was also discussed in parliament this morning, when the prime minister made a statement to MPs. You can read a transcript of proceedings in parliament at https://hansard.parliament.uk/commons/2017-06-22/debates/E4B84F46-4699-4725-BBE4-AA724C3A0191/GrenfellTower . The Prime Minister said that inspections have shown that...",Labour,Facebook,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Kate Green,2017-07-04,https://www.facebook.com/kate.green.773/posts/878449648975277,"Parliament received a further update on fire safety in tower blocks from the Secretary of State yesterday. You can read a trasncript of his statement and the questions asked by MPs (inlcuding me) at http://hansard.parliament.uk/commons/2017-07-03/debates/AC706A82-B504-4E3B-9797-85F6B2F20295/GrenfellTower. A number of residents in tower blocks in Stretford and Urmston have raised queries about fire safety with me. I am in contact withTrafford Housing Trust, Irwell Valley and Trafford Council for more information, and will continue to ask questions in parliament. Please don't hesitate to get in touch with me if you have any concerns or queries. Trafford Housing Trust tell me they have instituted 'walking watches' in their blocks to make staff available to residents.",Labour,Facebook,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Kate Green,2017-07-12,https://www.facebook.com/kate.green.773/posts/883925768427665,"I was glad to be able to contribute to today's debate in parliament on fire safety, following last month's appalling fire in Grenfell Tower in west London. You can read a transcript of the debate at http://hansard.parliament.uk/commons/2017-07-12/debates/2CAD3EEE-C6CD-4048-B6A8-13586A284727/GrenfellTowerFireInquiry I'm continuing to liaise with landlords in Trafford regarding safety in our tower blocks. Don't hesitate to get in touch with me if you have any concerns about this.",Labour,Facebook,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Kate Green,2017-07-12,https://twitter.com/KateGreenSU/status/885255123966054400,Glad to contribute to today's debate in parliament on safety following the Grenfell Tower fire. Here's a transcript: http://hansard.parliament.uk/commons/2017-07-12/debates/2CAD3EEE-C6CD-4048-B6A8-13586A284727/GrenfellTowerFireInquiry,Labour,Twitter,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
Kate Green,2017-09-27,https://www.facebook.com/kate.green.773/posts/924663727687202,"We've just reached the end of this year's Labour party conference, and I'm setting off for home. It's been a packed out few days, with lots of exciting announcements of new policies that Labour will introduce in government. Promises to introduce a national education service and create new regional investment banks as the building blocks for a prosperous future. Promises of investment in our public services, and fair pay for public sector workers like police officers, firefighters and NHS staff. A commitment to decent housing for everyone - a particularly poignant promise as we remember the victims of the terrible fire in Grenfell Tower. Promises to end exploitative credit card interest costs, and to return essential services to public control. Jeremy Corbyn in his closing speech to conference also talked about our global commitments and responsibilities. I was very pleased to hear him call on Aung San Suu Kyi to end the terrible violence against the Rohingya Muslims in Burma. And...",Labour,Facebook,9,2017,09/2017,2017/09,J) Labour,#N/A,No cladding
Kate Green,2017-10-26,https://www.facebook.com/kate.green.773/posts/938244416329133,"Great to welcome the Fire Brigades Union to parliament this week. Firefighters in Greater Manchester have faced some demanding times recently, such as the Arena attack, and making safety checks on our tower blocks following the Grenfell Tower tragedy. It was really nice to be able to say thank you in person",Labour,Facebook,10,2017,10/2017,2017/10,J) Labour,#N/A,No cladding
Kate Hoey,2017-06-27,https://twitter.com/KateHoeyMP/status/879676544020611075,The Grenfell Tower fire was the end result of a disdainful housing policy | Pilgrim Tucker https://www.theguardian.com/commentisfree/2017/jun/20/grenfell-fire-housing-policy-social-housing-tenants?CMP=share_btn_tw,Labour,Twitter,6,2017,06/2017,2017/06,J) Labour,#N/A,No cladding
Kate Hollern,2017-07-01,https://www.facebook.com/katehollernforblackburn/posts/1137221226382079,"This week, I’ve seen Tory MPs cheer as they voted down a pay rise for public sector workers. These are firefighters and nurses, the everyday heroes who keep Britain running. Over the past few months, the tragedies that have taken place across Britain have moved the nation. From firefighters at Grenfell tower to police at London Bridge and first responders to Manchester & Finsbury Park. Labour put forward a reasonable and responsible amendment to the Queen’s Speech to end the public sector pay cap and end cuts to emergency services. Our Shadow Health Secretary, Jon Ashworth, spoke of nurses forced to use foodbanks as their pay had not kept pace with inflation. Unfortunately, the motion fell by 14 votes. When it is politically convenient, the Tories will praise public sector workers. When it is good for photo ops, they will stand alongside them. But when it comes to the day to day business of the House of Commons, they revert back to austerity for public services but a bonanza for...",Labour,Facebook,7,2017,07/2017,2017/07,J) Labour,#N/A,No cladding
